time,diameter_m,length_km,elevation_m,material,fluid_density_kg_m3,fluid_viscosity_cp,chemical_aggressiveness_index,pressure_upstream_bar,pressure_downstream_bar,temp_upstream_C,temp_downstream_C,flow_inlet_m3_h,flow_outlet_m3_h,leak,leak_position_km
403.00,0.90,72.05,-3.00,stainless_s,814.75,4.90,0.40,83.69,72.23,60.00,56.92,3108.03,2956.02,TRUE,51.49
404.00,0.30,25.68,17.00,stainless_s,830.70,4.10,0.11,84.39,78.37,62.86,55.48,3046.77,2950.00,TRUE,16.16
405.00,0.30,94.69,65.00,carbon_steel,876.34,5.10,0.28,74.37,77.06,62.02,59.32,2989.96,2986.66,FALSE,
406.00,1.00,77.60,49.00,carbon_steel,821.38,5.40,0.85,76.14,75.75,59.00,62.22,2896.36,2897.21,FALSE,
407.00,0.70,25.92,5.00,carbon_steel,837.63,11.60,0.77,80.38,78.86,56.32,55.68,3087.79,2844.65,TRUE,34.32
408.00,0.60,39.49,31.00,stainless_s,911.61,10.50,0.16,80.50,78.53,60.68,58.23,3112.64,3118.61,FALSE,
409.00,0.90,51.92,4.00,stainless_s,864.03,8.10,0.71,79.37,73.99,62.52,57.47,3099.45,2830.67,TRUE,45.31
410.00,0.90,62.94,17.00,stainless_s,850.00,7.00,0.93,82.06,76.53,56.16,54.48,2891.97,2857.34,FALSE,
411.00,0.40,61.46,-16.00,stainless_s,873.17,6.80,0.28,74.13,78.06,64.93,54.32,2844.52,2893.88,FALSE,
412.00,0.30,90.25,79.00,stainless_s,868.38,9.40,0.79,84.77,73.34,60.23,59.40,2982.36,2840.16,TRUE,58.00
413.00,0.70,18.81,9.00,carbon_steel,890.22,5.80,0.24,83.69,70.61,62.63,60.12,3080.64,2835.50,TRUE,20.71
414.00,0.70,70.90,78.00,stainless_s,896.64,7.50,0.58,75.03,74.62,61.66,55.68,2929.37,2887.07,FALSE,
415.00,0.70,86.52,-12.00,stainless_s,863.20,10.30,0.16,84.77,75.38,62.12,62.66,3095.42,2763.43,TRUE,22.51
416.00,0.50,12.03,-2.00,stainless_s,851.50,5.50,0.86,81.66,73.07,60.53,61.11,2887.36,2872.80,FALSE,
417.00,1.00,20.14,77.00,carbon_steel,874.19,11.30,0.15,75.79,76.93,64.43,56.92,2953.23,2928.84,FALSE,
418.00,0.90,72.06,66.00,stainless_s,818.91,6.20,0.88,87.03,72.80,55.78,53.98,2969.45,3147.38,TRUE,14.41
419.00,1.00,57.48,57.00,stainless_s,797.48,9.70,0.49,86.41,67.97,59.47,56.51,2871.84,3064.50,TRUE,24.34
420.00,1.00,79.09,64.00,carbon_steel,885.25,10.10,0.80,78.21,75.75,62.98,62.66,2919.36,2789.11,TRUE,26.86
421.00,0.90,11.80,76.00,carbon_steel,841.62,7.10,0.35,87.77,76.93,64.66,58.38,2935.67,3110.89,TRUE,9.65
422.00,0.60,73.91,23.00,carbon_steel,892.15,4.00,0.82,85.18,68.87,63.38,60.42,3058.28,2844.65,TRUE,102.04
423.00,1.00,21.47,-13.00,carbon_steel,803.36,6.60,0.65,75.42,73.47,61.00,62.22,3030.55,2883.59,TRUE,12.09
424.00,0.70,82.67,48.00,carbon_steel,872.17,6.30,0.93,78.07,80.63,61.84,62.66,2969.45,3034.76,FALSE,
425.00,0.90,50.62,29.00,carbon_steel,868.38,7.60,0.15,84.03,75.63,62.42,59.93,3058.28,2956.02,TRUE,48.76
426.00,0.30,56.81,-3.00,stainless_s,883.79,8.40,0.27,72.97,76.14,61.16,59.75,3049.59,2996.24,FALSE,
427.00,0.50,38.61,46.00,stainless_s,822.54,4.80,0.52,82.20,78.53,60.84,58.15,3073.88,2906.98,TRUE,30.16
428.00,0.80,88.76,19.00,carbon_steel,871.19,10.00,0.92,79.12,75.38,61.00,57.85,2938.72,2940.97,FALSE,
429.00,0.30,99.23,17.00,stainless_s,882.41,3.00,0.29,84.77,75.88,55.98,57.85,2900.55,2971.16,TRUE,46.19
430.00,0.40,23.37,21.00,stainless_s,894.27,3.00,0.11,82.62,79.77,59.70,53.34,2904.58,2865.24,FALSE,
431.00,0.70,68.92,75.00,carbon_steel,871.19,5.40,0.61,82.06,74.62,59.39,60.02,2852.42,2934.92,TRUE,43.36
432.00,0.30,81.05,57.00,carbon_steel,846.23,10.10,0.12,78.86,76.01,56.16,57.08,3038.53,2919.60,TRUE,4.77
433.00,0.70,50.07,21.00,carbon_steel,864.88,7.50,0.25,86.70,73.99,64.93,53.98,3128.16,3069.33,FALSE,
434.00,0.50,87.51,67.00,stainless_s,817.59,6.90,0.85,85.63,74.75,64.93,53.98,3020.19,2906.98,TRUE,49.30
435.00,0.30,69.69,44.00,stainless_s,860.75,9.70,0.31,83.53,69.13,57.98,61.84,3103.64,2989.82,TRUE,43.85
436.00,0.80,85.21,10.00,carbon_steel,842.40,6.90,0.38,78.60,72.38,55.78,56.76,3000.00,2934.92,FALSE,
437.00,0.30,13.30,43.00,carbon_steel,869.30,6.60,0.44,88.22,80.40,60.61,59.84,2852.42,2890.50,FALSE,
438.00,0.30,48.12,68.00,stainless_s,846.23,9.90,0.79,73.30,73.99,62.86,53.07,3012.57,2763.43,TRUE,25.61
439.00,0.60,23.81,-3.00,stainless_s,809.78,5.70,0.76,79.87,73.47,55.98,57.16,2987.43,3110.89,TRUE,15.86
440.00,1.00,70.65,71.00,stainless_s,830.70,8.70,0.95,79.50,71.94,59.47,56.43,3025.33,2971.16,FALSE,
441.00,0.90,50.49,49.00,carbon_steel,845.47,10.40,0.18,73.87,79.97,59.77,54.76,3022.75,3023.54,FALSE,
442.00,0.90,98.78,42.00,carbon_steel,890.22,3.60,0.20,78.47,76.01,61.16,57.55,3049.59,3079.64,FALSE,
443.00,0.90,69.41,18.00,stainless_s,853.77,8.00,0.49,86.41,75.88,57.37,58.92,3112.64,2802.82,TRUE,51.34
444.00,0.70,15.87,-8.00,carbon_steel,864.88,7.50,0.12,87.03,80.18,56.62,56.43,3046.77,2893.88,TRUE,12.14
445.00,0.30,51.53,36.00,stainless_s,879.83,5.90,0.53,83.06,79.39,56.76,61.68,3049.59,3091.00,FALSE,
446.00,1.00,18.60,58.00,stainless_s,822.54,4.10,0.37,81.01,81.70,61.40,58.15,2915.84,2974.23,FALSE,
447.00,1.00,74.85,-1.00,carbon_steel,894.27,9.70,0.48,81.27,73.73,57.98,56.84,3020.19,3019.94,FALSE,
448.00,0.90,99.68,46.00,stainless_s,836.80,4.60,0.80,76.47,69.60,58.34,55.68,2944.66,3038.66,TRUE,69.89
449.00,0.30,77.19,-2.00,stainless_s,805.73,6.50,0.17,85.63,74.75,61.66,54.32,2877.35,2809.00,FALSE,
450.00,0.40,43.60,69.00,carbon_steel,883.79,5.20,0.97,77.23,79.77,57.88,56.68,3077.22,2825.63,TRUE,6.09
451.00,1.00,79.15,31.00,carbon_steel,881.09,7.80,0.88,82.20,78.06,58.76,61.52,2919.36,2809.00,TRUE,76.25
452.00,0.40,39.27,15.00,carbon_steel,890.22,4.20,0.48,72.62,75.38,57.78,53.98,2835.51,2802.82,FALSE,
453.00,0.70,41.66,74.00,carbon_steel,780.21,9.90,0.80,75.79,75.88,55.78,56.25,3122.65,2840.16,TRUE,10.84
454.00,0.90,97.81,-12.00,stainless_s,793.58,5.80,0.36,76.14,81.70,55.34,55.37,3155.48,2974.23,TRUE,85.35
455.00,0.80,17.57,54.00,carbon_steel,883.79,7.30,0.94,80.63,70.97,59.16,59.66,3046.77,3027.20,FALSE,
456.00,0.60,96.22,3.00,stainless_s,830.70,4.80,0.44,77.94,68.30,64.93,57.08,3117.50,2993.02,TRUE,71.20
457.00,1.00,49.40,-2.00,stainless_s,835.97,4.10,0.58,74.60,71.78,57.02,58.53,2904.58,2772.91,TRUE,54.39
458.00,0.80,90.18,-2.00,carbon_steel,873.17,7.40,0.71,83.37,81.13,61.49,62.66,3005.02,2802.82,TRUE,51.78
459.00,1.00,32.97,72.00,stainless_s,823.66,6.40,0.39,78.86,79.97,63.24,59.08,3052.44,3027.20,FALSE,
460.00,0.90,47.37,37.00,carbon_steel,876.34,10.10,0.30,86.13,67.97,56.16,58.92,3108.03,3027.20,TRUE,45.63
461.00,1.00,88.85,44.00,carbon_steel,847.74,10.80,0.29,81.40,72.52,58.25,57.77,3058.28,3064.50,FALSE,
462.00,1.00,41.74,8.00,stainless_s,811.55,4.00,0.44,76.47,80.87,59.08,57.62,3027.93,3079.64,FALSE,
463.00,0.80,27.38,-4.00,carbon_steel,881.09,9.60,0.75,82.06,71.47,56.48,55.58,2896.36,2876.46,FALSE,
464.00,1.00,34.71,16.00,carbon_steel,871.19,7.00,0.20,82.77,78.06,56.32,55.02,2992.47,3110.89,TRUE,34.04
465.00,0.30,12.30,73.00,stainless_s,855.29,4.10,0.45,84.97,75.38,61.08,54.48,3077.22,2977.31,TRUE,2.21
466.00,0.30,31.03,49.00,carbon_steel,864.03,7.30,0.78,76.63,66.78,59.24,59.49,2908.46,2869.06,FALSE,
467.00,0.40,65.47,78.00,stainless_s,842.40,8.90,0.73,78.21,75.88,59.16,56.68,3038.53,2844.65,TRUE,83.32
468.00,0.80,35.73,-10.00,stainless_s,853.01,6.00,0.14,75.61,79.39,63.52,55.88,3033.19,2959.03,TRUE,17.39
469.00,0.70,47.63,38.00,stainless_s,899.35,6.90,0.42,77.09,82.38,58.43,62.43,3064.33,2940.97,TRUE,37.21
470.00,0.50,15.26,-8.00,stainless_s,886.80,10.70,0.28,74.37,67.62,63.68,55.98,2982.36,2937.95,FALSE,
471.00,0.90,78.57,13.00,carbon_steel,797.48,4.00,0.55,82.06,72.23,61.57,58.30,3025.33,2983.52,FALSE,
472.00,0.60,76.05,48.00,stainless_s,807.85,5.80,0.11,78.47,78.53,59.16,54.89,2982.36,3103.79,TRUE,27.76
473.00,0.40,96.47,10.00,carbon_steel,872.17,5.10,0.38,77.80,71.78,59.24,56.43,3095.42,2900.50,TRUE,102.67
474.00,0.90,83.68,68.00,carbon_steel,841.62,10.30,0.18,76.78,70.23,60.84,58.00,3025.33,2910.18,TRUE,64.02
475.00,0.40,35.76,54.00,carbon_steel,831.62,5.60,0.12,75.23,81.41,59.24,62.22,3030.55,2897.21,TRUE,31.23
476.00,0.90,77.99,-15.00,stainless_s,814.75,3.00,0.15,83.53,75.13,63.84,57.55,2882.50,2906.98,FALSE,
477.00,0.80,26.87,39.00,carbon_steel,842.40,9.30,0.49,77.52,75.63,61.49,54.32,3095.42,2913.34,TRUE,10.27
478.00,1.00,11.93,1.00,stainless_s,866.60,5.60,0.90,85.63,70.79,61.00,57.32,3070.63,2925.77,TRUE,0.03
479.00,0.50,33.62,70.00,carbon_steel,829.77,11.00,0.49,77.23,72.09,58.43,56.16,3000.00,2934.92,FALSE,
480.00,0.50,50.81,19.00,stainless_s,824.75,5.40,0.51,83.86,80.40,57.48,55.25,3020.19,3009.50,FALSE,
481.00,0.60,94.48,31.00,stainless_s,846.23,11.30,0.32,76.94,81.41,61.40,57.47,2989.96,3009.50,FALSE,
482.00,0.60,86.12,9.00,stainless_s,848.50,12.00,0.42,78.47,77.77,59.00,58.84,3007.53,3127.09,TRUE,11.19
483.00,1.00,83.42,34.00,carbon_steel,879.83,10.20,0.82,73.87,73.86,56.76,59.32,2953.23,3097.18,TRUE,33.59
484.00,0.40,21.53,-16.00,carbon_steel,872.17,11.10,0.84,82.06,76.93,61.57,59.32,3055.34,2919.60,TRUE,0.06
485.00,0.30,53.85,25.00,stainless_s,902.52,8.60,0.45,83.37,71.78,61.93,54.48,3012.57,3064.50,FALSE,
486.00,0.80,85.80,44.00,stainless_s,807.85,11.80,0.75,87.77,77.91,59.39,55.88,2891.97,2906.98,FALSE,
487.00,0.40,43.88,35.00,stainless_s,823.66,9.60,0.44,75.79,74.75,59.70,59.32,3140.51,2849.01,TRUE,32.45
488.00,0.90,71.76,1.00,carbon_steel,865.73,11.70,0.32,79.37,73.99,59.00,56.68,2859.49,2962.05,TRUE,25.94
489.00,0.50,95.61,11.00,stainless_s,809.78,10.30,0.11,74.60,77.48,58.34,59.93,2987.43,2996.24,FALSE,
490.00,0.70,80.02,65.00,stainless_s,875.25,9.10,0.69,76.78,72.66,62.98,57.32,3035.85,2993.02,FALSE,
491.00,0.40,86.16,53.00,carbon_steel,886.80,8.90,0.22,82.77,67.62,60.61,59.16,2835.51,2893.88,FALSE,
492.00,0.40,92.90,-14.00,carbon_steel,811.55,11.30,0.56,73.59,73.99,62.52,58.30,3087.79,3059.84,FALSE,
493.00,1.00,40.02,-7.00,stainless_s,859.16,6.70,0.27,77.52,78.06,57.02,58.30,2938.72,3097.18,TRUE,50.93
494.00,0.40,65.00,-2.00,carbon_steel,906.42,8.20,0.96,76.14,69.82,63.68,57.55,3155.48,2887.07,TRUE,11.32
495.00,0.40,53.04,68.00,carbon_steel,838.44,11.30,0.11,72.23,79.97,59.92,57.24,3067.45,3027.20,FALSE,
496.00,0.50,49.11,3.00,carbon_steel,870.23,7.60,0.19,83.69,67.62,61.00,56.34,3025.33,2844.65,TRUE,5.32
497.00,0.80,44.38,13.00,stainless_s,857.60,6.50,0.53,81.66,74.25,63.68,54.48,3087.79,2814.83,TRUE,10.77
498.00,0.40,87.20,13.00,carbon_steel,890.22,6.00,0.51,74.82,82.38,59.62,57.47,2871.84,3127.09,TRUE,21.16
499.00,0.40,39.77,27.00,carbon_steel,788.39,5.20,0.45,76.78,73.21,62.52,57.77,3164.49,2950.00,TRUE,29.43
500.00,0.30,84.93,43.00,carbon_steel,865.73,3.40,0.66,77.09,78.86,58.16,55.48,3000.00,2802.82,TRUE,20.39
501.00,0.70,20.88,51.00,stainless_s,829.77,11.50,0.39,74.60,73.99,59.55,56.07,2950.41,2925.77,FALSE,
502.00,0.60,68.21,66.00,carbon_steel,820.17,7.70,0.86,80.75,79.77,60.00,56.25,3055.34,2910.18,TRUE,8.87
503.00,0.40,62.49,43.00,carbon_steel,840.84,7.90,0.16,81.66,71.47,58.68,59.32,3122.65,2943.98,TRUE,20.05
504.00,0.50,58.09,60.00,carbon_steel,890.22,3.50,0.56,81.01,73.47,58.76,56.25,3070.63,3074.37,FALSE,
505.00,0.50,16.92,-13.00,carbon_steel,805.73,4.00,0.30,76.31,68.59,62.02,59.16,3038.53,2993.02,FALSE,
506.00,0.80,55.40,40.00,stainless_s,865.73,8.60,0.20,83.69,75.13,61.84,59.24,2958.75,2772.91,TRUE,38.84
507.00,1.00,98.26,58.00,stainless_s,863.20,11.10,0.61,83.86,67.97,59.00,58.68,2877.35,3027.20,TRUE,112.02
508.00,0.40,38.09,-12.00,stainless_s,849.25,11.10,0.14,80.38,80.63,57.98,59.40,3030.55,3085.17,FALSE,
509.00,0.50,28.68,56.00,carbon_steel,840.84,9.70,0.60,86.13,77.48,59.16,58.23,2950.41,2865.24,TRUE,11.55
510.00,0.80,35.67,-16.00,carbon_steel,807.85,4.90,0.87,72.97,75.38,59.85,55.02,2896.36,2857.34,FALSE,
511.00,0.40,95.78,60.00,stainless_s,805.73,7.60,0.14,78.07,80.18,56.62,55.88,3122.65,3019.94,TRUE,52.86
512.00,0.60,27.48,0.00,stainless_s,840.04,9.20,0.22,84.39,71.31,56.32,58.30,2859.49,3127.09,TRUE,4.79
513.00,0.40,65.33,72.00,stainless_s,842.40,10.30,0.75,79.37,68.30,59.70,54.32,3015.10,2840.16,TRUE,71.94
514.00,0.30,99.50,13.00,carbon_steel,872.17,7.20,0.78,75.79,72.52,58.16,58.61,3027.93,2959.03,FALSE,
515.00,1.00,50.17,79.00,stainless_s,885.25,7.40,0.32,82.48,76.79,57.02,59.57,2947.56,2910.18,FALSE,
516.00,0.70,14.97,39.00,stainless_s,882.41,3.40,0.11,80.13,73.07,57.37,59.40,3095.42,3009.50,TRUE,15.93
517.00,0.80,49.15,0.00,stainless_s,847.74,4.60,0.82,83.37,72.38,60.15,56.43,2896.36,2814.83,TRUE,28.22
518.00,0.70,36.98,-20.00,stainless_s,821.38,5.90,0.27,72.23,79.97,58.76,61.38,2979.81,3097.18,TRUE,25.93
519.00,0.80,91.03,46.00,stainless_s,843.94,4.20,0.76,80.13,66.78,61.93,61.38,3099.45,2968.12,TRUE,52.27
520.00,0.90,21.05,48.00,stainless_s,873.17,7.10,0.95,88.22,80.18,60.38,58.92,2865.92,2849.01,FALSE,
521.00,1.00,16.49,33.00,carbon_steel,844.71,5.00,0.41,75.23,70.61,56.89,60.12,2926.12,2980.40,FALSE,
522.00,0.50,53.88,33.00,carbon_steel,829.77,4.60,0.74,87.03,80.87,59.00,55.58,2997.49,2796.21,TRUE,55.45
523.00,0.80,44.88,18.00,stainless_s,856.83,7.50,0.97,86.13,75.88,59.85,56.60,3041.25,2977.31,FALSE,
524.00,0.70,21.84,80.00,stainless_s,867.49,10.10,0.45,84.58,69.13,61.24,61.84,3043.99,2897.21,TRUE,10.34
525.00,0.80,90.08,-7.00,stainless_s,849.25,9.40,0.99,75.97,74.87,64.66,60.22,2887.36,3097.18,TRUE,8.96
526.00,0.50,22.43,-8.00,carbon_steel,844.71,4.00,0.92,79.37,80.40,61.49,59.00,2979.81,2993.02,FALSE,
527.00,0.50,20.41,30.00,stainless_s,811.55,6.50,0.25,80.88,72.52,62.22,62.22,3064.33,2752.62,TRUE,28.18
528.00,0.60,92.64,29.00,carbon_steel,869.30,4.60,0.99,80.88,69.37,58.16,60.52,3010.04,2980.40,FALSE,
529.00,0.70,59.96,35.00,carbon_steel,814.75,9.80,0.33,88.22,73.07,57.48,59.24,3022.75,2956.02,FALSE,
530.00,0.60,75.58,58.00,stainless_s,840.84,9.40,0.48,84.97,79.21,58.76,59.40,3164.49,2959.03,TRUE,24.24
531.00,0.40,70.12,59.00,stainless_s,882.41,4.90,0.62,73.30,71.63,64.43,59.49,3155.48,2913.34,TRUE,63.27
532.00,1.00,48.51,26.00,stainless_s,875.25,7.40,0.89,78.99,75.88,56.76,62.22,3067.45,2840.16,TRUE,18.97
533.00,0.30,70.92,22.00,stainless_s,873.17,10.40,0.57,82.20,77.77,58.84,60.42,2932.55,2802.82,TRUE,70.61
534.00,1.00,81.58,26.00,stainless_s,870.23,9.50,0.29,75.79,77.06,56.89,58.08,3103.64,3059.84,FALSE,
535.00,0.30,62.66,7.00,stainless_s,840.04,5.50,0.69,86.41,82.77,64.43,59.75,3012.57,3079.64,FALSE,
536.00,0.30,30.50,13.00,carbon_steel,843.17,11.00,0.92,74.60,73.07,62.52,54.16,2989.96,2861.34,TRUE,22.56
537.00,0.60,10.75,21.00,stainless_s,869.30,3.60,0.42,83.86,75.50,63.52,55.25,3041.25,3016.41,FALSE,
538.00,0.80,34.96,61.00,stainless_s,871.19,10.70,0.12,75.79,73.47,60.15,60.98,2984.90,2887.07,TRUE,3.03
539.00,0.60,94.49,26.00,stainless_s,886.80,3.00,0.82,78.60,76.93,64.02,60.52,3155.48,2993.02,TRUE,50.30
540.00,0.70,17.79,65.00,stainless_s,834.27,4.00,0.33,84.03,71.14,57.14,54.62,2984.90,2996.24,FALSE,
541.00,0.50,77.46,61.00,carbon_steel,840.84,5.70,0.97,77.66,75.00,60.92,54.62,2953.23,3103.79,TRUE,17.05
542.00,0.70,96.19,67.00,stainless_s,833.40,6.70,0.76,77.23,75.38,55.07,59.49,3103.64,2919.60,TRUE,57.29
543.00,0.50,60.65,59.00,stainless_s,849.25,9.80,0.51,78.99,70.61,55.34,56.76,3064.33,2962.05,TRUE,83.74
544.00,0.30,91.54,74.00,carbon_steel,882.41,3.70,0.75,72.23,77.48,63.52,60.32,2859.49,2916.48,FALSE,
545.00,0.90,68.55,39.00,stainless_s,793.58,9.30,0.57,76.47,73.73,58.68,56.34,3061.28,3023.54,FALSE,
546.00,0.80,36.78,36.00,carbon_steel,861.56,7.50,0.36,81.14,76.53,61.00,59.84,2982.36,3050.99,FALSE,
547.00,0.60,25.31,41.00,carbon_steel,846.23,7.30,0.64,75.61,81.41,60.92,61.68,2896.36,2872.80,FALSE,
548.00,0.90,89.63,19.00,carbon_steel,824.75,3.40,0.83,79.87,68.59,64.93,59.93,2908.46,2809.00,TRUE,30.57
549.00,0.60,77.20,61.00,carbon_steel,865.73,6.30,0.86,81.01,80.87,58.16,61.38,3033.19,2965.08,FALSE,
550.00,0.70,54.02,59.00,stainless_s,838.44,9.70,0.57,85.87,72.52,58.60,59.84,3084.16,3091.00,FALSE,
551.00,0.60,79.07,78.00,stainless_s,862.37,9.40,0.79,81.01,77.77,62.75,55.25,3007.53,2928.84,TRUE,58.51
552.00,0.30,26.03,58.00,stainless_s,882.41,11.70,0.12,77.09,80.87,58.68,53.78,3055.34,2928.84,TRUE,6.93
553.00,0.60,17.26,10.00,stainless_s,863.20,7.50,0.36,80.38,79.39,57.78,54.76,3052.44,3006.12,FALSE,
554.00,0.30,78.03,55.00,stainless_s,890.22,3.60,0.93,88.22,69.82,64.02,58.15,3095.42,3030.94,FALSE,
555.00,0.70,28.48,33.00,carbon_steel,875.25,4.80,0.80,86.41,73.73,57.48,61.68,2882.50,2883.59,FALSE,
556.00,0.80,99.14,3.00,carbon_steel,858.38,9.40,0.29,77.94,75.88,61.08,57.85,3147.58,2959.03,TRUE,1.78
557.00,0.30,66.98,71.00,stainless_s,861.56,4.40,0.29,88.22,67.97,56.89,56.84,2947.56,2950.00,FALSE,
558.00,0.90,68.42,-5.00,carbon_steel,856.06,9.20,0.41,81.01,69.82,57.78,54.48,2865.92,2977.31,TRUE,70.41
559.00,0.70,33.23,64.00,stainless_s,872.17,10.00,0.96,81.79,69.37,64.93,56.51,3033.19,2943.98,TRUE,16.89
560.00,0.30,36.43,49.00,stainless_s,856.83,8.00,0.65,72.97,72.94,61.24,55.37,3091.54,2840.16,TRUE,38.03
561.00,0.50,32.91,40.00,stainless_s,823.66,8.90,0.94,73.30,72.66,57.37,58.68,2974.67,2959.03,FALSE,
562.00,0.90,70.83,8.00,carbon_steel,793.58,9.00,0.24,78.21,70.42,57.88,59.84,2977.25,2989.82,FALSE,
563.00,1.00,93.00,45.00,stainless_s,816.21,9.70,0.33,82.48,69.13,57.25,58.30,2997.49,2796.21,TRUE,27.95
564.00,1.00,11.18,34.00,stainless_s,834.27,5.10,0.46,76.94,75.75,57.68,56.60,3022.75,2989.82,FALSE,
565.00,0.30,90.29,71.00,carbon_steel,864.03,6.70,0.19,79.62,76.79,60.76,60.75,2908.46,3046.77,TRUE,50.86
566.00,0.40,40.91,33.00,stainless_s,919.79,5.90,0.56,87.77,78.69,58.34,54.16,2891.97,2880.06,FALSE,
567.00,0.80,75.92,50.00,carbon_steel,850.00,12.00,0.20,83.69,72.09,63.52,54.89,3020.19,2890.50,TRUE,50.43
568.00,0.90,94.54,56.00,stainless_s,839.25,7.40,0.35,84.58,72.23,62.02,61.11,2859.49,2830.67,FALSE,
569.00,0.80,57.93,-8.00,stainless_s,803.36,10.80,0.81,77.23,68.59,55.78,62.43,2852.42,2910.18,FALSE,
570.00,0.70,59.58,2.00,carbon_steel,824.75,7.60,0.55,73.30,75.50,61.66,57.16,3015.10,2916.48,TRUE,21.75
571.00,0.80,30.29,37.00,carbon_steel,859.16,8.80,0.17,82.91,76.01,61.75,59.75,2992.47,2772.91,TRUE,12.65
572.00,0.50,52.63,11.00,stainless_s,919.79,3.70,0.71,83.37,77.77,63.24,55.48,3134.08,2959.03,TRUE,30.22
573.00,0.60,11.06,43.00,carbon_steel,919.79,3.10,0.46,83.86,67.23,62.75,58.15,2922.78,3009.50,TRUE,9.04
574.00,0.30,43.87,2.00,stainless_s,894.27,4.20,0.13,82.77,76.53,59.47,58.68,3164.49,2872.80,TRUE,4.36
575.00,0.70,74.64,71.00,carbon_steel,881.09,9.20,0.25,87.03,80.40,62.98,56.60,2989.96,2910.18,TRUE,16.42
576.00,0.50,46.49,74.00,stainless_s,883.79,7.40,0.36,80.00,73.99,58.34,55.25,2984.90,3147.38,TRUE,15.79
577.00,0.80,98.29,47.00,stainless_s,885.25,4.40,0.18,74.13,77.20,63.24,57.92,3046.77,2946.99,TRUE,38.44
578.00,0.80,32.33,16.00,stainless_s,793.58,7.40,0.29,80.88,77.06,58.60,56.43,2887.36,2872.80,FALSE,
579.00,0.60,60.00,80.00,stainless_s,835.12,10.30,0.37,77.66,73.99,55.57,54.48,3027.93,2814.83,TRUE,9.59
580.00,0.40,67.68,8.00,carbon_steel,864.88,10.80,0.83,74.13,80.40,61.93,57.32,3067.45,2937.95,TRUE,72.03
581.00,0.70,20.55,64.00,stainless_s,876.34,9.30,0.34,82.48,77.77,62.86,59.16,3080.64,2968.12,TRUE,17.95
582.00,0.40,82.53,-14.00,carbon_steel,834.27,10.70,0.77,77.52,74.75,60.92,57.92,2958.75,3097.18,TRUE,28.15
583.00,0.70,48.49,3.00,stainless_s,906.42,10.00,0.61,78.34,73.86,57.48,57.00,3140.51,2937.95,TRUE,73.51
584.00,0.60,23.06,57.00,carbon_steel,816.21,10.20,0.26,81.01,67.23,61.16,54.48,3117.50,3074.37,FALSE,
585.00,0.80,26.23,-6.00,stainless_s,859.96,6.30,0.73,76.14,67.23,61.40,58.15,2835.51,3127.09,TRUE,13.18
586.00,0.40,78.98,46.00,stainless_s,803.36,7.00,0.28,80.63,73.07,61.57,57.24,3134.08,2931.88,TRUE,17.34
587.00,1.00,83.65,80.00,carbon_steel,906.42,6.00,0.15,82.06,74.25,61.84,58.38,2944.66,2752.62,TRUE,21.77
588.00,1.00,91.19,79.00,stainless_s,817.59,7.80,0.34,81.40,79.39,62.63,53.34,2958.75,2950.00,FALSE,
589.00,0.90,67.01,3.00,carbon_steel,864.88,11.50,0.89,81.14,74.12,56.89,55.58,2997.49,2890.50,TRUE,69.95
590.00,0.50,85.00,68.00,carbon_steel,872.17,3.60,0.11,79.12,72.94,61.66,59.08,2972.07,2940.97,FALSE,
591.00,0.90,59.86,18.00,stainless_s,820.17,11.70,0.11,75.03,72.09,57.14,60.75,3055.34,2983.52,TRUE,31.72
592.00,1.00,15.07,6.00,stainless_s,861.56,10.80,0.33,82.62,75.50,64.43,54.89,3099.45,2937.95,TRUE,12.44
593.00,1.00,72.04,-6.00,carbon_steel,841.62,3.30,0.19,73.30,76.01,60.68,60.98,3058.28,3042.66,FALSE,
594.00,0.80,50.10,-7.00,stainless_s,837.63,5.90,0.57,87.77,74.50,59.24,59.00,2953.23,3091.00,TRUE,38.33
595.00,0.30,12.43,76.00,stainless_s,863.20,10.90,0.42,75.03,74.87,63.38,56.60,2919.36,3038.66,TRUE,15.23
596.00,1.00,54.25,7.00,carbon_steel,805.73,8.40,0.86,75.03,67.62,58.07,61.38,2938.72,2913.34,FALSE,
597.00,1.00,21.61,2.00,stainless_s,803.36,8.90,0.38,81.93,70.42,57.37,57.47,2997.49,2796.21,TRUE,31.20
598.00,1.00,92.52,33.00,carbon_steel,878.62,4.50,0.72,83.86,78.69,58.92,61.24,2972.07,2835.50,TRUE,38.65
599.00,0.50,93.57,59.00,carbon_steel,849.25,9.80,0.81,75.61,74.75,60.38,58.76,2964.15,3012.93,FALSE,
600.00,0.40,99.26,73.00,stainless_s,807.85,4.40,0.47,83.53,76.14,58.51,58.00,3002.51,2809.00,TRUE,49.86
601.00,1.00,78.47,18.00,stainless_s,826.83,10.50,0.28,87.38,77.20,57.25,60.63,2977.25,3103.79,TRUE,25.17
602.00,0.30,19.52,10.00,stainless_s,890.22,3.90,0.68,80.38,77.77,61.66,62.02,2966.81,2913.34,FALSE,
603.00,0.80,36.17,-13.00,carbon_steel,879.83,11.30,0.28,82.20,71.63,63.68,57.92,2859.49,3046.77,TRUE,23.25
604.00,0.50,94.88,48.00,stainless_s,872.17,4.50,0.32,72.62,68.30,57.78,58.68,2877.35,2983.52,TRUE,143.83
